person,cnt_tran,sum_am_tran,mean_am_tran,median_am_tran,min_am_tran,max_am_tran,range_amount_tran,mean_t_tran,median_t_tran,min_t_tran,max_t_tran,range_t_tran,freq_tran,last_to_end_tran
dc82b025b3a947d78160048e872bdedd,6,120.67,20.11,21.07,17.02,22.15,5.13,500.0,552.0,162,648,486,1.23,66
dc858f1f56fe418fa61d84869962bbe8,4,8.08,2.02,1.21,0.53,5.12,4.59,426.0,447.0,186,624,438,0.91,90
dc8ec6bd92fd4a519b1a4dbd645e7c8c,22,344.77,15.67,15.58,7.24,21.87,14.63,362.18,384.0,36,678,642,3.43,36
dc8f30fc38294c4e896ba41f53939d41,4,116.23,29.06,29.3,17.3,40.33,23.03,421.5,408.0,270,600,330,1.21,114
dc932ed16bb64de7951e0863fec3f7da,6,17.46,2.91,3.04,1.43,4.39,2.96,415.0,381.0,216,684,468,1.28,30
dc93372c10114d1cb45d0e22cd4befd3,7,173.93,24.85,19.97,15.68,36.77,21.09,354.0,426.0,162,552,390,1.79,162
dc9685d8f9da415a805aca82c02f4b92,9,73.02,8.11,7.83,4.89,12.34,7.45,296.0,252.0,54,540,486,1.85,174
dc9be5a796834821a41aaa2393e5a8d9,3,52.92,17.64,19.84,11.88,21.2,9.32,396.0,336.0,180,672,492,0.61,42
dc9d14e5d3be406b99e0d7e9a859bec0,1,16.85,16.85,16.85,16.85,16.85,0.0,708.0,708.0,708,708,0,0.0,6
dca32060a7e24be1b37988f7c0a646d0,26,77.15,2.97,2.27,0.26,10.46,10.2,378.0,387.0,114,642,528,4.92,72
dca5e3cb4b4a4a399933444bc2a1fbd5,15,44.68,2.98,2.76,0.09,9.05,8.96,390.8,402.0,42,690,648,2.31,24
dcaa296e94ea4a6fb08347bd4e0bd35c,9,19.62,2.18,1.28,0.12,5.96,5.84,485.33,576.0,102,654,552,1.63,60
dcadc299e3914526acf3eac4815b7930,8,95.83,11.98,12.56,2.69,18.73,16.04,362.25,372.0,0,714,714,1.12,0
dcb02091ffbd4d6ab1375ee64a8b180b,8,139.02,17.38,16.06,12.79,23.83,11.04,433.5,513.0,0,600,600,1.33,114
dcb38adc013b450abc7503a64bfe8a21,7,104.67,14.95,15.36,9.09,18.72,9.63,524.57,540.0,378,708,330,2.12,6
dcba56d7e54546f095f1e774662e60ba,19,164.71,8.67,2.5,0.28,109.23,108.95,422.53,468.0,60,702,642,2.96,12
dcbcbbb115984c199a9cd7fc6d1cf8c0,4,76.04,19.01,18.34,11.7,27.67,15.97,411.0,390.0,180,684,504,0.79,30
dcbfaa28be964747816df91af895f69d,4,117.29,29.32,27.46,22.54,39.83,17.29,397.5,402.0,210,576,366,1.09,138
dcc5c6212c69474986d831af98277642,9,224.02,24.89,23.68,13.12,48.96,35.84,348.0,312.0,120,588,468,1.92,126
dcc6169a0d34425283c5453cc34c2e80,13,204.61,15.74,13.35,10.39,34.78,24.39,323.08,348.0,6,648,642,2.02,66
dcc863ed129343a8b91f7a8d372ec4e9,12,278.13,23.18,22.36,16.41,31.95,15.54,295.0,255.0,30,672,642,1.87,42
dcd1cd7325824551abff5eab7f97a0fe,6,17.5,2.92,2.57,0.89,6.82,5.93,501.0,492.0,420,624,204,2.94,90
dcd4fe47f8fd496fb1bbcb673a35d481,13,225.29,17.33,16.06,6.39,34.48,28.09,423.69,408.0,24,714,690,1.88,0
dcda2764a0754332a449b354e0d3acf8,14,153.41,10.96,9.88,5.96,22.44,16.48,417.43,441.0,24,714,690,2.03,0
dcdb89c01fb24f26a22cba4b95098d79,7,91.62,13.09,12.63,7.3,23.0,15.7,437.14,366.0,234,660,426,1.64,54
dcdf92e161ce4af690a34ef800b3e925,5,149.99,30.0,28.96,21.43,42.95,21.52,427.2,522.0,84,630,546,0.92,84
dce09fd909a6454d8da76acab4b4f06f,3,46.9,15.63,13.56,10.78,22.56,11.78,278.0,282.0,162,390,228,1.32,324
dce3610d3f5c44748a5fe1a12d910089,4,14.47,3.62,3.68,3.03,4.09,1.06,454.5,450.0,234,684,450,0.89,30
dce6d06c87cb4657bc6b123cc35373d1,5,141.8,28.36,29.71,17.08,37.24,20.16,228.0,162.0,6,450,444,1.13,264
dce784e26f294101999d000fad9089bb,7,1151.86,164.55,25.9,16.27,989.34,973.07,318.0,372.0,42,558,516,1.36,156
dce9bfaf37e64b75b5c40866cfe71c80,11,172.94,15.72,16.38,4.9,23.59,18.69,472.91,462.0,216,666,450,2.44,48
dcf78fa986de4d5992c3c05df63bb3ee,13,269.46,20.73,19.29,11.27,39.41,28.14,288.92,258.0,30,594,564,2.3,120
dcf8854b24174769bad5c4922dcd17de,1,25.53,25.53,25.53,25.53,25.53,0.0,342.0,342.0,342,342,0,0.0,372
dd017e813a984dc5b26bbab0a94ff533,4,46.55,11.64,9.89,4.65,22.12,17.47,372.0,384.0,186,534,348,1.15,180
dd042d70c3b54824bdaecec25961d3cc,13,184.75,14.21,11.47,5.67,23.76,18.09,372.0,366.0,30,684,654,1.99,30
dd0506ab4c364294afe5a5a81e073a63,5,10.27,2.05,2.38,0.66,4.11,3.45,475.2,432.0,306,702,396,1.26,12
dd0fe73d5e7b46e98304b1643394fe9e,6,87.65,14.61,14.61,11.43,18.46,7.03,233.0,198.0,12,516,504,1.19,198
dd1069bbc7ef423c9b22bc81aceb6ec1,19,61.12,3.22,2.59,0.34,11.37,11.03,383.05,396.0,0,696,696,2.73,18
dd14f8f926954014a9e6dd26a2e43f3f,6,112.13,18.69,19.48,12.34,24.83,12.49,537.0,546.0,468,594,126,4.76,120
dd16b588daf146ec9706cfdd33008c28,8,198.02,24.75,23.9,17.2,35.86,18.66,400.5,426.0,198,648,450,1.78,66
dd1ba9ff27e64ccbbe28566ff10189d9,2,32.24,16.12,16.12,14.93,17.31,2.38,147.0,147.0,126,168,42,4.76,546
dd1fdc99f5e04c46a691904b75c691af,2,11.07,5.54,5.54,3.33,7.74,4.41,408.0,408.0,222,594,372,0.54,120
dd2676580c2f4926bc566967dc02019b,13,17.2,1.32,0.64,0.07,4.43,4.36,483.23,534.0,174,678,504,2.58,36
dd2a12c798a54a1687b5ccb12a8e508e,12,162.23,13.52,11.07,3.75,29.53,25.78,328.5,381.0,6,654,648,1.85,60
dd2b1fc955274b558f004a1540baaed1,3,4.53,1.51,1.17,1.15,2.21,1.06,358.0,420.0,48,606,558,0.54,108
dd2d770b5b9f41bd9382964971dde25e,8,172.15,21.52,21.35,9.29,32.71,23.42,393.75,438.0,0,642,642,1.25,72
dd2f15d3224349b3a54cbb4a91e89e0c,19,321.57,16.92,16.12,9.95,32.61,22.66,322.74,342.0,0,714,714,2.66,0
dd31ce6c87d34180ba57901368e03b33,8,135.84,16.98,17.5,10.11,21.77,11.66,325.5,321.0,36,636,600,1.33,78
dd37f142a5354f539b2f246cd5a4a6d3,4,7.15,1.79,2.04,0.28,2.8,2.52,255.0,189.0,102,540,438,0.91,174
dd4353f8333c4d1689e027cd96cc74d1,11,141.55,12.87,11.34,6.37,22.4,16.03,436.91,414.0,108,666,558,1.97,48
dd43726df73848b28c08ba555b8057e9,6,10.62,1.77,1.41,0.26,4.2,3.94,388.0,414.0,6,636,630,0.95,78
dd437e2aa40c4cf2ab689ad5d9947b63,7,31.91,4.56,4.12,2.06,7.68,5.62,528.0,612.0,228,702,474,1.48,12
dd44e6a1f6f540298af26a842d134262,8,14.16,1.77,1.58,0.53,4.1,3.57,417.0,453.0,186,558,372,2.15,156
dd4a3c60f7d946589c1d30d8c413424c,7,28.34,4.05,3.21,0.36,8.48,8.12,364.29,468.0,36,660,624,1.12,54
dd5193766e734094bdc27005f9433648,10,22.33,2.23,1.54,0.05,8.89,8.84,422.4,372.0,210,648,438,2.28,66
dd61e2bc8cd74beaa28224af99288068,5,21.65,4.33,3.26,0.76,11.21,10.45,350.4,360.0,156,540,384,1.3,174
dd682c0f0444401da00304e956ce8da1,7,159.41,22.77,19.2,15.49,41.51,26.02,176.57,60.0,30,582,552,1.27,132
dd69125d21a54693840469a1ad6ca243,6,15.99,2.66,3.24,0.68,4.2,3.52,306.0,303.0,6,672,666,0.9,42
dd6f3d78ed6d41ccb3516a4ccacadf23,4,87.32,21.83,20.82,17.02,28.65,11.63,267.0,264.0,66,474,408,0.98,240
dd718ccfdb534078b6dac7ed3ea78673,2,38.31,19.16,19.16,18.93,19.38,0.45,534.0,534.0,372,696,324,0.62,18
dd7216675c0c4914973a9a3364b6a651,1,14.29,14.29,14.29,14.29,14.29,0.0,432.0,432.0,432,432,0,0.0,282
dd77d1d722f24dd0b8b1a84f08aefe92,19,52.04,2.74,2.32,0.09,8.17,8.08,299.05,366.0,18,636,618,3.07,78
dd8999a8852e4bdcb0a07a924c8fa173,5,69.4,13.88,12.89,6.57,21.2,14.63,278.4,366.0,72,438,366,1.37,276
dd90730950e5475e948e04232c67bea9,19,150.93,7.94,1.95,0.18,92.36,92.18,320.84,300.0,6,696,690,2.75,18
dd94b5b3913b46bf80a0b6f18c299b21,7,29.16,4.17,3.89,2.17,6.8,4.63,419.14,474.0,42,636,594,1.18,78
dd9594e6ca65431db74456ae27a298e4,13,241.97,18.61,19.57,11.59,24.81,13.22,357.69,390.0,24,642,618,2.1,72
dd9b7e79bfad46c58d310f6bbcae5cee,9,27.05,3.01,1.92,0.12,8.33,8.21,496.67,516.0,84,696,612,1.47,18
dda231a70a21494da0f8358314cd9571,5,105.07,21.01,1.96,1.14,97.25,96.11,483.6,510.0,222,696,474,1.05,18
dda89b3776f14c319010db5565f48e8f,15,41.97,2.8,2.0,0.44,7.45,7.01,400.8,432.0,72,684,612,2.45,30
ddaabc163dc24449b24b391ffc880aa3,8,31.81,3.98,4.48,0.33,7.92,7.59,402.0,444.0,90,636,546,1.47,78
ddaaec0778384f90bad0ae9c7c615016,7,26.16,3.74,2.91,1.96,7.78,5.82,400.29,384.0,156,582,426,1.64,132
ddaf47394a574113b4ddf5b324ef9673,5,13.41,2.68,2.35,0.64,5.94,5.3,274.8,186.0,30,642,612,0.82,72
ddb0fdd5873a446283eb889546c19655,11,26.27,2.39,2.16,0.05,4.66,4.61,460.36,444.0,216,696,480,2.29,18
ddb2ffbeab064891be8cd73cff081b5d,5,20.38,4.08,4.65,0.3,6.15,5.85,435.6,492.0,156,672,516,0.97,42
ddb9f03026644ef594dcc26ab9bd8964,6,15.1,2.52,2.56,0.51,4.39,3.88,428.0,405.0,264,672,408,1.47,42
ddc3173da9f645ddb3b1098994216fb5,1,31.81,31.81,31.81,31.81,31.81,0.0,378.0,378.0,378,378,0,0.0,336
ddc40b150dc54a94aa92f1ad491a39d0,11,213.89,19.44,19.69,13.63,27.15,13.52,401.45,390.0,186,636,450,2.44,78
ddc4e3d37b3b451495236f41de79dfa1,2,54.67,27.34,27.34,14.55,40.12,25.57,411.0,411.0,138,684,546,0.37,30
ddc6402c0b3f48f285a93ad98c5496db,12,126.22,10.52,9.4,3.76,19.86,16.1,315.0,273.0,6,630,624,1.92,84
ddc82116e8c844a18894eab1c8e5a596,2,3.83,1.92,1.92,0.3,3.53,3.23,261.0,261.0,114,408,294,0.68,306
ddc9cc8077b74fe5b9578473a65d0c5b,17,57.8,3.4,2.44,0.45,8.7,8.25,432.71,450.0,120,708,588,2.89,6
ddca5ca4f9b14aeea3b1512c9a483db5,4,78.0,19.5,20.42,13.92,23.25,9.33,442.5,450.0,204,666,462,0.87,48
ddcaa181de424304ac789c075fb57207,9,181.97,20.22,21.29,10.2,29.33,19.13,410.67,426.0,36,684,648,1.39,30
ddd34708aaa24917b747e9d0b4a37fb5,6,121.7,20.28,21.64,11.9,27.39,15.49,476.0,549.0,102,696,594,1.01,18
ddd92ad1b92f4a79be14e1067731a87d,2,18.35,9.18,9.18,6.74,11.61,4.87,555.0,555.0,480,630,150,1.33,84
dddc729f500040978fbb49bde7feb0f6,7,32.06,4.58,2.77,0.7,9.62,8.92,335.14,216.0,84,672,588,1.19,42
dde32d858ed647309b49a602c5dc0435,10,29.78,2.98,2.38,0.07,9.74,9.67,395.4,483.0,12,684,672,1.49,30
dde37c32b59a493ca0b6f202c0a09388,3,37.03,12.34,12.38,9.73,14.92,5.19,346.0,384.0,12,642,630,0.48,72
dde6811f1d3b438187f179963abcac98,13,306.82,23.6,22.42,15.87,35.63,19.76,394.15,414.0,0,702,702,1.85,12
dde7b6ddb8f448a4a49f309939de59f2,4,9.08,2.27,1.28,0.37,6.14,5.77,499.5,513.0,300,672,372,1.08,42
ddeb2f3458c44e819a4193a1745a42c2,8,86.53,10.82,10.99,6.92,16.22,9.3,403.5,372.0,36,708,672,1.19,6
ddf366a81c574a8c9dc860c437b4e035,18,50.82,2.82,2.4,0.76,7.23,6.47,266.33,144.0,24,690,666,2.7,24
ddf9d5af49294c7e84b66e63183dc3cb,5,10.4,2.08,1.16,0.23,7.35,7.12,529.2,534.0,348,654,306,1.63,60
ddfbe7c4575147e888beb1dc64fcd478,2,59.87,29.94,29.94,27.22,32.65,5.43,432.0,432.0,414,450,36,5.56,264
de035e26f1c34866984482cf5c2c3e36,16,192.37,12.02,11.28,3.48,25.93,22.45,454.12,528.0,120,714,594,2.69,0
de05cccb07f04f2ea64f9b2014478c66,19,72.78,3.83,2.89,0.67,10.12,9.45,307.89,216.0,30,696,666,2.85,18
de0945c55cec445aa4d4132d3c6118d3,11,241.54,21.96,24.34,11.47,32.36,20.89,391.64,414.0,30,612,582,1.89,102
de0b264ea0d54e9db3574722f8d49188,1,2.56,2.56,2.56,2.56,2.56,0.0,306.0,306.0,306,306,0,0.0,408
de0e17b726dc49e793471ec8b6b08b3e,10,172.63,17.26,16.51,11.83,25.21,13.38,417.6,465.0,84,696,612,1.63,18
de0f881ea7aa436ebe0d4eb7218a9a71,5,17.71,3.54,2.85,0.45,9.1,8.65,386.4,438.0,54,624,570,0.88,90
de1805d4829043babe77b08fcbe3785e,6,16.65,2.78,1.16,0.37,10.55,10.18,493.0,516.0,216,660,444,1.35,54
de1c1ebe872a4274bcc9e752ac6bcc42,7,136.86,19.55,18.3,11.65,30.47,18.82,269.14,216.0,72,552,480,1.46,162
de20a391a40646299bac08abbf4c5fbc,9,36.4,4.04,2.63,1.06,10.17,9.11,412.67,522.0,72,630,558,1.61,84
de2c8f8a52584691b7937ca563131255,12,145.44,12.12,12.75,4.34,14.82,10.48,448.0,543.0,90,642,552,2.17,72
de2fdfba151e4fa6a940412e771316c4,7,169.84,24.26,24.85,14.14,31.08,16.94,376.29,414.0,42,564,522,1.34,150
de39daa87e9b4d808a7536057484b6a4,7,20.0,2.86,2.94,1.02,6.25,5.23,360.0,384.0,0,690,690,1.01,24
de3f4ed5cb4a489db3326317a09cb068,8,23.22,2.9,1.66,0.4,8.93,8.53,353.25,318.0,246,612,366,2.19,102
de40dd24f3694867b0be0858438b08ad,5,118.97,23.79,24.14,16.31,31.4,15.09,405.6,426.0,198,558,360,1.39,156
de461a0b514e4f4a83131b4a58dc49ec,5,74.39,14.88,16.8,9.52,19.17,9.65,432.0,348.0,258,666,408,1.23,48
de4bd936e7454b3ebd2597d68a4a5f54,6,79.81,13.3,11.6,7.45,22.06,14.61,333.0,288.0,78,696,618,0.97,18
de4c5385c3bc4575bbd780e38ab4d300,15,377.96,25.2,24.27,11.47,37.59,26.12,333.6,336.0,48,684,636,2.36,30
de4cc19481914b79b9bfbec4185de8c7,14,234.14,16.72,16.0,8.84,26.23,17.39,349.71,348.0,24,678,654,2.14,36
de533685059645ea871c125b10528e76,18,65.56,3.64,3.8,0.16,8.33,8.17,376.33,396.0,18,684,666,2.7,30
de557b1ba8494a589bc66d539032f568,13,34.82,2.68,2.49,0.15,5.87,5.72,345.69,306.0,48,654,606,2.15,60
de561837326b4490bb0b4d200b42add2,3,7.11,2.37,2.24,0.55,4.32,3.77,474.0,456.0,276,690,414,0.72,24
de5a7b09cf5140c9a5b2827a7e04c808,15,67.4,4.49,4.51,0.48,10.94,10.46,481.6,480.0,90,666,576,2.6,48
de647c886acc4a89bbe7d7e2115284d8,9,139.09,15.45,12.72,7.32,24.28,16.96,329.33,348.0,54,654,600,1.5,60
de66a1379276494ca24ca63779aa2bf3,8,25.06,3.13,3.5,0.41,6.93,6.52,534.0,546.0,186,702,516,1.55,12
de6d32c7aa4442dd908c9fd65e3de5e1,4,19.68,4.92,5.88,0.33,7.6,7.27,411.0,381.0,198,684,486,0.82,30
de6d949f1af74cd9b7176543a579a61d,4,17.43,4.36,4.57,0.28,8.01,7.73,633.0,636.0,552,708,156,2.56,6
de7b9f9bf7da44c1a540895e1f875189,4,8.0,2.0,1.08,0.49,5.36,4.87,390.0,402.0,72,684,612,0.65,30
de8e05f3a35548be92ea5fd927820b74,9,195.22,21.69,21.06,12.64,43.07,30.43,426.67,444.0,96,648,552,1.63,66
de8e51239af349da8412afe26b471f93,12,952.11,79.34,26.26,14.67,657.26,642.59,321.0,384.0,6,642,636,1.89,72
de8ea15f5f0545b6b45df1a7ae2dca11,10,69.32,6.93,6.35,1.76,14.02,12.26,331.8,339.0,36,648,612,1.63,66
de90515e9f174ddfb8b4c677448286ef,17,299.17,17.6,15.86,11.31,29.35,18.04,278.12,162.0,0,684,684,2.49,30
de938b5f2be14afe96fbf02398907c2c,24,332.53,13.86,13.2,4.45,26.95,22.5,357.0,357.0,60,636,576,4.17,78
de94b37abdb14635bb36bd1f3550c6a2,11,10.42,0.95,0.75,0.05,3.22,3.17,424.91,468.0,48,672,624,1.76,42
de95f73502364f619a94890941103623,6,19.93,3.32,2.45,0.79,8.64,7.85,258.0,180.0,84,654,570,1.05,60
de99ab11081e49a4901f75a8fc657226,2,40.42,20.21,20.21,18.12,22.3,4.18,363.0,363.0,246,480,234,0.85,234
de99bc7621114ae6a2038dde92bbfa4f,13,279.72,21.52,19.65,11.54,36.95,25.41,300.46,288.0,60,684,624,2.08,30
de9bf8c8b3c94a658c1b91f61b27cb5b,8,135.37,16.92,16.48,13.42,21.89,8.47,394.5,390.0,84,690,606,1.32,24
de9f480f3cd54696a343fdfc6555dd57,9,917.59,101.95,29.94,15.93,706.6,690.67,340.0,450.0,54,528,474,1.9,186
de9f4b0cd90e4fc98a3dc030794ba5f7,6,109.65,18.28,18.12,11.71,23.53,11.82,406.0,462.0,54,648,594,1.01,66
dea3e2ba622d4e079d1870c40f0b3995,3,68.33,22.78,23.56,20.73,24.04,3.31,454.0,396.0,294,672,378,0.79,42
dea73e22426d4cabb8e8b11c1459b692,10,147.79,14.78,14.24,10.32,19.89,9.57,352.8,396.0,24,666,642,1.56,48
dea843d6482744aaa7504f0e0cfa8e77,18,292.24,16.24,15.62,8.71,33.29,24.58,401.0,384.0,66,696,630,2.86,18
dead5bb271584b079a521e8ab19b1cab,6,21.48,3.58,3.57,1.57,5.63,4.06,257.0,237.0,108,510,402,1.49,204
deadd48aebb74e369f62aefe22bf0dae,13,38.0,2.92,2.12,0.12,9.83,9.71,312.46,198.0,42,690,648,2.01,24
deb2b76714a74d8a98caf51374227419,12,51.86,4.32,3.36,1.22,13.18,11.96,402.5,480.0,90,630,540,2.22,84
debc1c31ad2944bcba550d332418f97d,10,31.36,3.14,3.02,0.72,5.88,5.16,577.2,573.0,408,696,288,3.47,18
dec189ccab874c059b32e2c6596c362d,8,87.71,10.96,11.58,5.52,13.99,8.47,442.5,489.0,72,630,558,1.43,84
dec5637810024beb819c5051826af287,9,190.85,21.21,16.42,13.55,38.25,24.7,384.67,396.0,150,606,456,1.97,108
dec84283d63e4e69809ed531f9e19b3a,1,4.18,4.18,4.18,4.18,4.18,0.0,510.0,510.0,510,510,0,0.0,204
decbcf8314794b39902e2144940f6d44,9,212.84,23.65,23.72,15.0,33.35,18.35,412.0,468.0,108,564,456,1.97,150
decf7bb9b61c46b59763362e36b046c3,8,189.37,23.67,19.7,15.32,35.12,19.8,337.5,339.0,24,642,618,1.29,72
dedd0c6bc7344b4486a5eb1743e3da34,8,175.8,21.98,21.74,17.3,27.0,9.7,381.75,399.0,54,648,594,1.35,66
dedf65cb4a424320a2d1f7d0b52cb9ee,10,13.69,1.37,0.76,0.14,6.06,5.92,492.0,489.0,114,684,570,1.75,30
dee0dc6b04b642e28bd0543ffc770bab,3,46.29,15.43,14.16,13.29,18.84,5.55,392.0,300.0,264,612,348,0.86,102
dee3814fa583456a8f6635b45a0ba641,13,252.4,19.42,19.06,9.76,29.92,20.16,199.38,138.0,0,630,630,2.06,84
dee3f58cdcd74ddb8261d74992c21b78,8,185.52,23.19,24.06,10.12,38.89,28.77,361.5,384.0,42,678,636,1.26,36
dee41cfae12043039ee3ed880778e7dc,7,550.83,78.69,15.66,11.65,459.58,447.93,387.43,468.0,66,672,606,1.16,42
dee56dfa7fcd40c9a9451ab177cdbb06,13,56.9,4.38,3.59,0.53,15.31,14.78,390.0,438.0,54,666,612,2.12,48
deea022f140443f8b05bb5da3ae30013,5,18.88,3.78,2.29,0.31,7.28,6.97,373.2,330.0,264,522,258,1.94,192
deeef143acba4e409fd95f483858f2d0,6,127.94,21.32,22.03,13.0,28.6,15.6,370.0,498.0,6,630,624,0.96,84
def0d82517df47a38cb602a587426d63,10,24.43,2.44,2.05,0.5,7.25,6.75,334.2,285.0,48,672,624,1.6,42
def155cf2d4944ce931bc304425f4660,6,24.51,4.08,3.72,1.65,8.04,6.39,403.0,450.0,36,678,642,0.93,36
def4837ebbf546ffb3a7966edc8fdba8,22,77.98,3.54,2.5,0.05,9.69,9.64,342.82,375.0,42,696,654,3.36,18
def5835af18d462399e3d0d16d0e55ac,8,209.98,26.25,26.28,19.2,33.29,14.09,330.0,372.0,114,528,414,1.93,186
def5cb0357014a2a8df9b8086810729c,4,53.61,13.4,11.86,6.82,23.08,16.26,415.5,387.0,180,708,528,0.76,6
defe7c573e7540aaa1bb9a47a778ab04,9,35.75,3.97,2.76,1.77,8.55,6.78,425.33,546.0,48,666,618,1.46,48
deff983752bb445aa060677984592438,16,311.65,19.48,19.7,12.45,26.21,13.76,365.25,375.0,156,612,456,3.51,102
df07a83f4b83437795267361142fd14f,6,151.72,25.29,22.74,14.46,39.19,24.73,498.0,549.0,216,666,450,1.33,48
df09657a4857402a864d8ab73432c438,15,186.71,12.45,12.23,6.18,17.66,11.48,305.2,336.0,72,624,552,2.72,90
df0c23fc24d14df09610544729f2aed2,15,160.68,10.71,8.8,1.79,23.12,21.33,352.8,360.0,72,660,588,2.55,54
df0f7b3282b047b79713a6d86fbceba5,9,682.9,75.88,26.66,15.35,483.01,467.66,317.33,240.0,78,678,600,1.5,36
df13a834f43b4753a874a4cccaab6402,3,51.72,17.24,21.08,9.54,21.1,11.56,158.0,96.0,36,342,306,0.98,372
df140c4fd1084480a86305a420b1032c,4,62.82,15.7,16.37,10.73,19.36,8.63,415.5,441.0,330,450,120,3.33,264
df174695a030444a824c11fd117d13a3,9,125.5,13.94,13.43,6.22,22.3,16.08,501.33,600.0,6,714,708,1.27,0
df19a9e4851c4d1dbf3d01024e0229cb,8,27.68,3.46,1.03,0.26,19.29,19.03,357.75,384.0,84,678,594,1.35,36
df1d11f19ad04e5995ee7c28e642932f,5,157.6,31.52,29.42,20.34,44.15,23.81,248.4,264.0,36,372,336,1.49,342
df1e6d50effb4af28aff99f69fd3f394,13,1031.88,79.38,27.42,21.03,709.03,688.0,294.0,294.0,6,594,588,2.21,120
df1ec0d168064e74a20fb178bc9082ae,9,169.23,18.8,16.9,12.13,26.6,14.47,308.67,234.0,6,672,666,1.35,42
df1f60e8aa4c42ad99854c179ab4ff71,15,25.53,1.7,1.23,0.09,6.62,6.53,435.2,468.0,108,642,534,2.81,72
df20be23322548eba78392f2c3b14b0f,4,862.51,215.63,34.67,18.42,774.74,756.32,477.0,468.0,264,708,444,0.9,6
df21032020524a05861095e57efcab46,4,55.4,13.85,14.96,9.8,15.68,5.88,375.0,363.0,222,552,330,1.21,162
df227598be2f4937b3c60036010042a9,13,339.78,26.14,21.77,16.71,53.44,36.73,460.62,468.0,36,714,678,1.92,0
df25bf15b89647208cbb9c186eeea518,13,302.58,23.28,24.58,12.37,32.97,20.6,359.08,330.0,192,714,522,2.49,0
df283daf6eed4fb48bb1ca263f5283dd,7,153.9,21.99,21.27,13.88,37.45,23.57,424.29,432.0,198,696,498,1.41,18
df318718ba7742c68f43be863df3318c,4,94.43,23.61,24.16,16.57,29.55,12.98,483.0,480.0,360,612,252,1.59,102
df31a3f6f0804441aba8c5abc392f753,16,134.94,8.43,2.43,0.19,92.88,92.69,457.12,405.0,228,708,480,3.33,6
df3271f5d1354eeda3691b592108746f,3,10.39,3.46,2.97,2.68,4.74,2.06,428.0,522.0,120,642,522,0.57,72
df3601437bdb4cbdb5dd4722737d3a67,5,14.08,2.82,2.9,0.97,3.94,2.97,258.0,318.0,42,438,396,1.26,276
df3abdb6b90840eeaed0934c453d6dc5,14,236.34,16.88,15.76,7.95,31.56,23.61,380.57,405.0,42,648,606,2.31,66
df3abeb81a864e45a7869353d63cb136,7,8.48,1.21,1.13,0.15,3.18,3.03,502.29,612.0,204,708,504,1.39,6
df3da7cfcf614b3481b65c89657994ed,8,203.57,25.45,25.26,22.45,28.95,6.5,483.0,513.0,240,666,426,1.88,48
df41b198c26443b6acf7660b0cdb6820,14,226.6,16.19,15.01,8.18,29.98,21.8,411.86,402.0,66,702,636,2.2,12
df442eb2ce424dffb4eed96a6e33f2f4,16,187.73,11.73,11.02,2.45,21.31,18.86,382.88,375.0,102,684,582,2.75,30
df4ac97397f74923bd7e1c9eaa63a80f,8,215.12,26.89,28.18,18.99,35.49,16.5,301.5,231.0,30,576,546,1.47,138
df4fd1a7d2144ac4af6c83bbe62ddbe0,15,116.56,7.77,6.44,3.27,18.17,14.9,400.8,468.0,42,606,564,2.66,108
df54408568b247e39f8b1358eedb44c5,16,127.08,7.94,7.8,2.55,13.32,10.77,415.5,381.0,54,714,660,2.42,0
df614cc77bf247bba91dc2fa184f200a,9,222.44,24.72,25.4,13.53,39.58,26.05,445.33,462.0,216,636,420,2.14,78
df6455c3563f467bb74f1c17e84cc83d,11,111.61,10.15,9.18,4.73,18.87,14.14,426.0,456.0,42,702,660,1.67,12
df6aa41febb14d8d8e05ee665a3fe00f,15,305.58,20.37,16.29,13.26,35.92,22.66,366.8,384.0,18,696,678,2.21,18
df6c3795942946069322e7450a2f7514,12,154.22,12.85,13.12,4.1,19.93,15.83,342.5,333.0,18,660,642,1.87,54
df6c3af2b21049fe9e676c9599ccc0ef,8,190.49,23.81,20.57,15.03,35.24,20.21,343.5,330.0,72,612,540,1.48,102
df6c9f97dc174122b36bcda29e30976b,4,14.71,3.68,3.4,2.79,5.13,2.34,360.0,360.0,48,672,624,0.64,42
df6fd073309e42ecb1ab53d3daa6e13b,17,25.26,1.49,1.05,0.05,5.0,4.95,419.65,480.0,42,696,654,2.6,18
df7179f6d78f479aa034c7f99e5dade7,9,183.87,20.43,21.68,9.26,29.27,20.01,311.33,282.0,36,582,546,1.65,132
df72761941ab427b9c8878508ad5814e,17,39.52,2.32,1.7,0.05,7.08,7.03,466.24,516.0,42,714,672,2.53,0
df83b0bc22c640bb9e427b001c50b618,6,18.29,3.05,3.16,1.19,4.58,3.39,294.0,216.0,120,702,582,1.03,12
df893f66c0bc47d288e62f4836925e4a,21,46.07,2.19,2.07,0.21,5.12,4.91,431.71,462.0,48,702,654,3.21,12
df8d8719603a4b8485bef794beb6a8e7,4,91.82,22.96,24.84,12.45,29.69,17.24,282.0,210.0,168,540,372,1.08,174
df8f7838cc6340ca989948d34cfb4f18,9,222.78,24.75,21.09,13.3,39.58,26.28,408.67,414.0,54,696,642,1.4,18
df9111f3ee6e4031a6fb62e25b727c22,5,70.12,14.02,10.96,7.35,27.71,20.36,463.2,522.0,72,654,582,0.86,60
